"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","51","Example #1","api","Mon May 11 02:09:29 UTC 2026","passed","Mon May 11 02:09:29 UTC 2026","Products API > Scenario_4 - Dynamic response time validation","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","1168","Example #2","web-chrome","Mon May 11 02:09:40 UTC 2026","passed","Mon May 11 02:09:41 UTC 2026","Web Automation > Scenario_3 - Can sort items by name on inventory page","../../.features-gen/web/features/web-automation.feature.spec.js","",""
"","305","Scenario_1 - Retrieve all products with filtered fields","api","Mon May 11 02:09:28 UTC 2026","passed","Mon May 11 02:09:29 UTC 2026","Products API","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","84","Example #1","api","Mon May 11 02:09:29 UTC 2026","passed","Mon May 11 02:09:29 UTC 2026","Products API > Scenario_4 - Fixed response time validation","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","258","Example #2","api","Mon May 11 02:09:29 UTC 2026","passed","Mon May 11 02:09:29 UTC 2026","Products API > Scenario_4 - Dynamic response time validation","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","63","Example #2","api","Mon May 11 02:09:34 UTC 2026","passed","Mon May 11 02:09:34 UTC 2026","Products API > Scenario_4 - Invalid delay boundaries","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","322","Scenario_2 - Create a new product","api","Mon May 11 02:09:28 UTC 2026","passed","Mon May 11 02:09:29 UTC 2026","Products API","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","11984","Example #2","web-chrome","Mon May 11 02:09:39 UTC 2026","passed","Mon May 11 02:09:51 UTC 2026","Web Automation > Scenario_2 - Add random item to cart and verify details","../../.features-gen/web/features/web-automation.feature.spec.js","",""
"","819","Scenario_4 - Locked out user receives error message","web-chrome","Mon May 11 02:09:41 UTC 2026","passed","Mon May 11 02:09:42 UTC 2026","Web Automation","../../.features-gen/web/features/web-automation.feature.spec.js","",""
"","1350","Example #1","web-chrome","Mon May 11 02:09:39 UTC 2026","passed","Mon May 11 02:09:40 UTC 2026","Web Automation > Scenario_3 - Can sort items by name on inventory page","../../.features-gen/web/features/web-automation.feature.spec.js","",""
"","5069","Example #2","api","Mon May 11 02:09:29 UTC 2026","passed","Mon May 11 02:09:34 UTC 2026","Products API > Scenario_4 - Fixed response time validation","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","1533","Example #1","web-chrome","Mon May 11 02:09:35 UTC 2026","passed","Mon May 11 02:09:37 UTC 2026","Web Automation > Scenario_2 - Add random item to cart and verify details","../../.features-gen/web/features/web-automation.feature.spec.js","",""
"","5054","Example #4","api","Mon May 11 02:09:32 UTC 2026","passed","Mon May 11 02:09:37 UTC 2026","Products API > Scenario_4 - Dynamic response time validation","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","3052","Example #3","api","Mon May 11 02:09:29 UTC 2026","passed","Mon May 11 02:09:32 UTC 2026","Products API > Scenario_4 - Dynamic response time validation","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","47","Example #3","api","Mon May 11 02:09:29 UTC 2026","passed","Mon May 11 02:09:29 UTC 2026","Products API > Scenario_4 - Fixed response time validation","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","72","Example #3","api","Mon May 11 02:09:34 UTC 2026","passed","Mon May 11 02:09:34 UTC 2026","Products API > Scenario_4 - Invalid delay boundaries","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","110","Scenario_3 - Retrieve and partially update a product","api","Mon May 11 02:09:29 UTC 2026","passed","Mon May 11 02:09:29 UTC 2026","Products API","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","1665","Scenario_1 - Full checkout flow after removing an item from the cart","web-chrome","Mon May 11 02:09:42 UTC 2026","passed","Mon May 11 02:09:44 UTC 2026","Web Automation","../../.features-gen/web/features/web-automation.feature.spec.js","",""
"","63","Example #1","api","Mon May 11 02:09:34 UTC 2026","passed","Mon May 11 02:09:34 UTC 2026","Products API > Scenario_4 - Invalid delay boundaries","../../.features-gen/api/features/api-automation.feature.spec.js","",""
