"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11473","Example #2","web-chrome","Wed Apr 29 02:02:51 UTC 2026","passed","Wed Apr 29 02:03:03 UTC 2026","Web Automation > Scenario_2 - Add random item to cart and verify details","../../.features-gen/web/features/web-automation.feature.spec.js","",""
"","295","Example #2","api","Wed Apr 29 02:02:43 UTC 2026","passed","Wed Apr 29 02:02:43 UTC 2026","Products API > Scenario_4 - Dynamic response time validation","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","1205","Example #1","web-chrome","Wed Apr 29 02:02:50 UTC 2026","passed","Wed Apr 29 02:02:51 UTC 2026","Web Automation > Scenario_2 - Add random item to cart and verify details","../../.features-gen/web/features/web-automation.feature.spec.js","",""
"","5116","Example #4","api","Wed Apr 29 02:02:47 UTC 2026","passed","Wed Apr 29 02:02:52 UTC 2026","Products API > Scenario_4 - Dynamic response time validation","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","94","Example #3","api","Wed Apr 29 02:02:43 UTC 2026","passed","Wed Apr 29 02:02:43 UTC 2026","Products API > Scenario_4 - Fixed response time validation","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","743","Scenario_4 - Locked out user receives error message","web-chrome","Wed Apr 29 02:02:55 UTC 2026","passed","Wed Apr 29 02:02:56 UTC 2026","Web Automation","../../.features-gen/web/features/web-automation.feature.spec.js","",""
"","1615","Scenario_1 - Full checkout flow after removing an item from the cart","web-chrome","Wed Apr 29 02:02:56 UTC 2026","passed","Wed Apr 29 02:02:58 UTC 2026","Web Automation","../../.features-gen/web/features/web-automation.feature.spec.js","",""
"","3105","Example #3","api","Wed Apr 29 02:02:43 UTC 2026","passed","Wed Apr 29 02:02:47 UTC 2026","Products API > Scenario_4 - Dynamic response time validation","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","5102","Example #2","api","Wed Apr 29 02:02:43 UTC 2026","passed","Wed Apr 29 02:02:48 UTC 2026","Products API > Scenario_4 - Fixed response time validation","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","215","Scenario_3 - Retrieve and partially update a product","api","Wed Apr 29 02:02:43 UTC 2026","passed","Wed Apr 29 02:02:43 UTC 2026","Products API","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","1112","Example #1","web-chrome","Wed Apr 29 02:02:53 UTC 2026","passed","Wed Apr 29 02:02:54 UTC 2026","Web Automation > Scenario_3 - Can sort items by name on inventory page","../../.features-gen/web/features/web-automation.feature.spec.js","",""
"","193","Scenario_2 - Create a new product","api","Wed Apr 29 02:02:42 UTC 2026","passed","Wed Apr 29 02:02:43 UTC 2026","Products API","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","369","Scenario_1 - Retrieve all products with filtered fields","api","Wed Apr 29 02:02:42 UTC 2026","passed","Wed Apr 29 02:02:43 UTC 2026","Products API","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","95","Example #3","api","Wed Apr 29 02:02:48 UTC 2026","passed","Wed Apr 29 02:02:48 UTC 2026","Products API > Scenario_4 - Invalid delay boundaries","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","994","Example #2","web-chrome","Wed Apr 29 02:02:54 UTC 2026","passed","Wed Apr 29 02:02:55 UTC 2026","Web Automation > Scenario_3 - Can sort items by name on inventory page","../../.features-gen/web/features/web-automation.feature.spec.js","",""
"","96","Example #1","api","Wed Apr 29 02:02:48 UTC 2026","passed","Wed Apr 29 02:02:48 UTC 2026","Products API > Scenario_4 - Invalid delay boundaries","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","99","Example #1","api","Wed Apr 29 02:02:43 UTC 2026","passed","Wed Apr 29 02:02:43 UTC 2026","Products API > Scenario_4 - Dynamic response time validation","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","105","Example #1","api","Wed Apr 29 02:02:43 UTC 2026","passed","Wed Apr 29 02:02:43 UTC 2026","Products API > Scenario_4 - Fixed response time validation","../../.features-gen/api/features/api-automation.feature.spec.js","",""
"","99","Example #2","api","Wed Apr 29 02:02:48 UTC 2026","passed","Wed Apr 29 02:02:48 UTC 2026","Products API > Scenario_4 - Invalid delay boundaries","../../.features-gen/api/features/api-automation.feature.spec.js","",""
